ID do registro.,Ano de fundação,Categoria de Origem,Cidade,CNAE,CNPJ,Código postal,Data da última modificação,Data de criação,Endereço,Endereço 2,Equipe da HubSpot,Estado/Região,Faixa de Colaboradores,Faixa de Faturamento,Faixa de funcionários,Indústria,Instagram,Modelo De Mercado,Modelo De Negócios,Modelo De Receita,Nome da empresa,Nome de domínio da empresa,Nome Fantasia,Número de funcionários,Número de telefone,Página da empresa no LinkedIn,Página de empresa no Facebook,Página do Google Plus,Páginas da empresa no LinkedIn,País/Região,Palavras-chave da empresa,Porte Da Empresa,Proprietário da empresa,Qual a principal dor com mobilidade?,Razão Social,Receita anual,Receita total,Segmento da Empresa ,Setor,Subsegmento da Empresa ,Tecnologias da Web
23825607069,1924,Outbound,São Paulo,210101,16.404.287/0001-55,,2024-10-14 17:22,2024-10-14 10:25,"Av. Brigadeiro Faria Lima, 1.355, 8º andar, Pinheiros, São Paulo - SP, Brasil.",,Vendas,São Paulo,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Primário,suzano_oficial,B2C,,,Suzano S.A.,suzano.com.br,Suzano,50000.0,4000-1222,,https://facebook.com/suzanoempresa,,https://www.linkedin.com/company/suzano,Brazil,,Grande,Stefanie Costa,,Suzano S.A.,10000000000,,Indústria e Manufatura,Papel e produtos florestais,"Fabricação de celulose, papel e produtos de papel",Instagram; Java; Microsoft Power BI; GitHub; Sitecore; Google AdWords; Sybase; Oracle CRM; MicroStrategy; Oracle Fusion; Apache Spark; ServiceNow; Google Cloud; SAS Data Integration; Microsoft Project; Google Analytics; CentOS; Oracle Application Server; SAP HANA; SAP CRM; Apache Hadoop; DoubleClick Advertiser; Atlassian JIRA; Sharepoint; Microsoft Azure; SAP Human Capital Management; QlikTech; Red Hat; Oracle Data Integrator; Google Adsense; Hotjar; Google Tag Manager; Entrust; QlikView; Oracle Essbase; Microsoft Office 365; Salesforce Marketing Cloud; Neo4j; Omniture (Adobe Analytics); DB2; Fortinet; Splunk; IBM Cognos; DoubleClick Ads; Microsoft Exchange Online; Trello; Microsoft Dynamics; WordPress; ASP.Net; Salesforce; Microsoft Teams; Apache; webMethods; Apache Tomcat; Cloud Flare; Pentaho; MySQL; Palo Alto Networks; Gorgias; Nginx; Público personalizado do Facebook; Local de trabalho do Facebook; Ubuntu; Joomla; Alteryx; Oracle Business Intelligence; Amazon S3; SAP Sales Order Management; Rastreamento de conversão do Facebook; Twitter Button; Windows Server; Unix; YouTube; HP Servers; New Relic; VMware Server; Android; Microsoft Team Foundation Server; Microsoft SQL Server; Oracle WebLogic; Fatores de sucesso; PostgreSQL; IBM WebSphere; Oracle PeopleSoft; SAP Business Objects; Intercom; Amazon Web Services; MongoDB; SAP Crystal Reports; Zendesk; Tableau; Vimeo; Oracle Hyperion; SOASTA; Outlook; Informatica; Apache HTTP Server
23793636883,2010,Outbound,São Paulo,1071600,09.114.814/0001-95,,2024-10-14 17:22,2024-10-14 09:45,"Avenida Professor Alceu Maynard Araújo, 101 – Bloco A – 11º Andar – São Paulo, SP",,Vendas,São Paulo,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Primário,raizen,B2C,,,Raízen,raizen.com.br,Raízen,50000.0,0800 728 1616,,https://facebook.com/raizenoficial,,https://www.linkedin.com/company/raizenoficial,Brazil,,Grande,Stefanie Costa,,Raízen S.A.,10000000000,,Energia e Recursos Naturais,Petróleo e energia,Fabricação de semicondutores de energia renovável,Amazon Simple Email Service; Dynatrace; Java; Microsoft Power BI; GitHub; MailChimp; Google AdWords; Sybase; Oracle CRM; MicroStrategy; Oracle Fusion; Apache Spark; Sprinklr; TIBCO Spotfire; Google Cloud; Google Analytics; Microsoft Project; CentOS; Oracle Application Server; SAP HANA; FreeBSD; SAP CRM; Apache Hadoop; Atlassian JIRA; Sharepoint; Microsoft Azure; Lucky Orange; SAP Human Capital Management; PayPal; QlikTech; Red Hat; Oracle Data Integrator; Hotjar; SAP Concur; Google Tag Manager; Quest Foglight; QlikView; Oracle Essbase; Salesforce Marketing Cloud; Omniture (Adobe Analytics); Microsoft Office 365; DB2; Fortinet; Splunk; IBM Cognos; DoubleClick Ads; Microsoft Exchange Online; Trello; Microsoft Dynamics; CyberArk; WordPress; Apache Cassandra; ASP.Net; Facebook Advertiser; Salesforce; Microsoft Teams; Apache; Apache Tomcat; QuickBooks; Pentaho; MySQL; Nginx; Público personalizado do Facebook; Local de trabalho do Facebook; Ubuntu; Talend; Crazy Egg; Joomla; ADP; Mailgun; Alteryx; Oracle Business Intelligence; Amazon S3; SAP Sales Order Management; Drupal; Pingdom; Taboola Ads; Rastreamento de conversão do Facebook; Windows Server; Unix; YouTube; New Relic; VMware Server; Android; Google Places; Microsoft Team Foundation Server; Microsoft SQL Server; Oracle WebLogic; Fatores de sucesso; Google Maps; PostgreSQL; Ruby On Rails; AWS Redshift; IBM WebSphere; Oracle PeopleSoft; Recaptcha; SAP Business Objects; Amazon Web Services; MongoDB; SAS Enterprise; SAP Crystal Reports; Teradata; GoldenGate; Tableau; Zendesk; Oracle Hyperion; Fedora; SOASTA; Outlook; Informatica; Apache HTTP Server
23809391031,1884,Outbound,São Paulo,2031001,61.068.276/0001-04,,2024-10-14 17:10,2024-10-11 19:23,"Rua Pedroso Alvarenga, 1246 - Itaim Bibi, São Paulo - SP, 04531-001",,Vendas,São Paulo,De 5.001 a 10.000 colaboradores ,Acima de R$ 1 bilhão,,Primário,unileverbrasil,B2C,,,Unilever,unilever.com.br,Unilever,6000.0,0800 707 3553,,https://facebook.com/unilever,,https://www.linkedin.com/company/unileverbr,Brazil,,Grande,Stefanie Costa,,Unilever Brasil Ltda,50000000,,Indústria e Manufatura,Alimentos e bebidas,Indústrias de transformação,New Relic; Nginx; Hotjar; Ubuntu; Google Tag Manager; Google Analytics; Akamai; Twitter Button; ASP.Net; Entrust; DoubleClick Ads
23793601842,2012,Outbound,Piracicaba,2910001,16.562.899/0001-76,,2024-10-14 17:02,2024-10-11 19:09,"Avenida Hyundai, 777 - Água Santa, Piracicaba, SP, Brasil",,Vendas,São Paulo,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Primário,hyundaibr,B2C,,,Hyundai,hyundai.com.br,Hyundai,5000.0,8007703355,,https://facebook.com/hyundaibr,,https://www.linkedin.com/company/hyundai-motor-brasil,Brazil,,Grande,Stefanie Costa,,Hyundai Motor Brasil Ltda,10000000000,,Indústria e Manufatura,Automotivo,"veículos automotores, reboques e carrocerias",YouTube; Route 53; Apache; Google Tag Manager; Adobe Dynamic Tag Management; Taboola Ads; Google Analytics
23809390508,1866,Outbound,São Paulo,1051201,60.409.075/0001-52,04583-110,2024-10-14 17:02,2024-10-11 18:54,"Rua Dr. Rubens Gomes Bueno, 691 - Várzea de Baixo, São Paulo, SP",,Vendas,São Paulo,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Primário,nestle_br,B2C,,,Nestlé,nestle.com.br,Nestlé,100000.0,800 770 2459,,,,https://www.linkedin.com/company/nestle-s-a-,Brazil,,Grande,Stefanie Costa,,Nestlé Brasil Ltda,10000000000,,Indústria e Manufatura,Alimentos e bebidas,alimentação e bebidas,Microsoft Exchange Online; YouTube; New Relic; Google Tag Manager; Facebook Social Plugins; Akamai; ASP.Net; Facebook Like Button; SAP Human Capital Management; Drupal; Rastreamento de conversão do Facebook; Recaptcha; Cloud Flare; Google Analytics; Twitter Button; DoubleClick Ads
23809389945,1818,Outbound,Gaspar,1041400,84.046.101/0001-93,,2024-10-14 15:00,2024-10-11 18:33,"Rodovia Jorge Lacerda, 4657 - Poco Grande, Gaspar - SC, Brasil","Bloco D, 5º andar",Vendas,Santa Catarina,De 5.001 a 10.000 colaboradores ,Acima de R$ 1 bilhão,,Primário,bungeprofissional,B2C,,,Bunge,bunge.com.br,Bunge,10000.0,0800 11 28643,,,,https://www.linkedin.com/company/bunge,Brazil,,Grande,Stefanie Costa,,Bunge Alimentos S.A.,44000000000,,Indústria e Manufatura,Produção de alimentos,Produtos alimentícios e bebidas,Acxiom; Trello; Microsoft Dynamics; WordPress; Instagram; Apache Cassandra; ASP.Net; Salesforce; Apache Tomcat; App Nexus; QuickBooks; Cloud Flare; Pentaho; MySQL; Microsoft Power BI; GitHub; Google AdWords; Sybase; Ubuntu; Talend; Joomla; Dstillery; Oracle CRM; MicroStrategy; Oracle Fusion; SAP Sales Order Management; BlueKai; Microsoft Project; Google Analytics; Windows Server; Unix; CentOS; Oracle Application Server; CouchDB; VMware Server; SAP HANA; FreeBSD; Android; SAP CRM; Apache Hadoop; Atlassian JIRA; Sharepoint; Microsoft Team Foundation Server; Microsoft Azure; Microsoft SQL Server; Oracle WebLogic; The Trade Desk; SAP Human Capital Management; Google Maps; PostgreSQL; Couchbase; IBM WebSphere; Oracle PeopleSoft; Recaptcha; Heroku; SAP Business Objects; Amazon Web Services; MongoDB; QlikTech; Red Hat; Oracle Data Integrator; SAP Crystal Reports; Teradata; Google Tag Manager; GoldenGate; QlikView; Oracle Essbase; Zendesk; MediaMath; Oracle Hyperion; Vimeo; DB2; IBM Cognos; Informatica; DoubleClick Ads
23793600013,1975,Outbound,São Paulo,2411001,03.802.874/0001-10,,2024-10-14 14:48,2024-10-11 18:06,"Avenida Washington Luís, 12.900, São Paulo, SP, Brasil",,Vendas,São,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Primário,belgoarames,B2C,,,Belgo Arames,belgo.com.br,Belgo Arames,5000.0,0800 727 2000,,,,https://www.linkedin.com/company/belgoarames/,Brazil,,Grande,Stefanie Costa,,Belgo Arames S.A.,1000000000,,Indústria e Manufatura,Engenharia mecânica ou industrial,Engenharia mecânica ou industrial,Microsoft Office 365; Google Maps; WordPress; Google Tag Manager; Recaptcha; Facebook Advertiser
23793599036,1948,Outbound,Paraná,2839100,60.701.701/0001-69,97062,2024-10-14 14:48,2024-10-11 17:43,"Avenida José Munia, 2.001 - Parque Industrial, Ponta Grossa, PR",,Vendas,Paraná,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Primário,grupojacto,B2C,,,Grupo Jacto,jacto.com,Grupo Jacto,2000.0,0800 772 2100,,,,https://www.linkedin.com/company/jacto/,Brasil,,Grande,Stefanie Costa,,Jacto S.A.,1000000.0,,Indústria e Manufatura,Alimentos e bebidas,máquinas e equipamentos,Microsoft Exchange Online; Route 53; Nginx; Google Tag Manager; Express; Facebook Advertiser; Microsoft Office 365; Stripe; Google Analytics; Outlook
23809387280,1953,Outbound,São Paulo,1011301,02.747.826/0001-60,05118-100,2024-10-14 14:48,2024-10-11 17:26,"Avenida Marginal, 653 - Vila Cordeiro, São Paulo, SP",,Vendas,São Paulo,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Primário,nossajbs,B2C,,,JBS,jbs.com.br,JBS,100000.0,(11) 3144-4000,,,,https://www.linkedin.com/company/agroveneto-alimentos-s-a,Brazil,,Grande,Stefanie Costa,,JBS S.A.,10000000000,,Indústria e Manufatura,Produção de alimentos,alimentícios e bebidas,Wrike; Smartlook; Java; Apache NiFi; Microsoft Power BI; Squarespace; MailChimp; GitHub; Google AdWords; Sybase; Sage CRM; Google Widgets; Sage 50cloud; Oracle CRM; MicroStrategy; Oracle Fusion; IBM InfoSphere DataStage; Apache Spark; ServiceNow; TIBCO Spotfire; FileMaker Pro; Google Cloud; Constant Contact; Google Analytics; Microsoft Project; CentOS; Oracle Application Server; SAP HANA; Sugar CRM; SAP CRM; Apache Hadoop; Atlassian JIRA; Sharepoint; Microsoft Azure; SAP Human Capital Management; QlikTech; Red Hat; Oracle Data Integrator; SAP Concur; Google Tag Manager; Nimsoft; Quest Foglight; QlikView; Oracle Essbase; Omniture (Adobe Analytics); Microsoft Office 365; DB2; Fortinet; Splunk; IBM Cognos; Trello; Microsoft Dynamics; CyberArk; WordPress; RSA SecurID; Apache Cassandra; ASP.Net; Hootsuite; Salesforce; Woo Commerce; Microsoft Teams; Apache Tomcat; QuickBooks; Pentaho; MySQL; Ubuntu; Joomla; Alteryx; Oracle Business Intelligence; SAP Sales Order Management; Drupal; Pingdom; PeopleSoft CRM; Windows Server; Unix; CouchDB; YouTube; HP Servers; Cloudera; VMware Server; Microsoft Team Foundation Server; Microsoft SQL Server; Oracle WebLogic; PostgreSQL; Chat ao vivo; IBM WebSphere; Oracle PeopleSoft; PeopleSoft Sales; SAP Business Objects; Intercom; Amazon Web Services; MongoDB; GoToMeeting; SAS Enterprise; SAP Crystal Reports; Teradata; Jahia; Tableau; Zendesk; Oracle Hyperion; Zoho CRM; Jobvite; Kronos; Informatica; Apache HTTP Server
23793596781,2003,Outbound,Rio de Janeiro,1102001,06.350.838/0001-60,,2024-10-25 17:08,2024-10-11 17:00,"Avenida das Américas, 3500 - Barra da Tijuca, Rio de Janeiro, RJ",,Vendas,Rio de Janeiro,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Primário,cocacola_br,B2C,,,Coca-Cola FEMSA,coca-cola-femsa.com.br,Coca-Cola FEMSA,10000.0,0800 727 1100 ,,,,https://www.linkedin.com/company/coca-cola-femsa/,Brazil,,Grande,Stefanie Costa,,Coca-Cola FEMSA Brasil Ltda,10000000,,Indústria e Manufatura,Alimentos e bebidas,Alimentação e bebidas,Nginx; WordPress; Go Squared; Facebook Connect; Recaptcha; Facebook Advertiser
23809385006,1899,Outbound,São Paulo,1711300,60.537.746/0001-08,04538-132,2024-10-25 16:10,2024-10-11 16:42,"Rua Gomes de Carvalho, 1999 - Vila Olímpia, São Paulo, SP",,Vendas,São Paulo,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Primário,klabin.sa,B2C,,,Klabin,klabin.com.br,Klabin,10000.0, 0800 728 0607,,,,https://www.linkedin.com/company/klabin,Brazil,,Grande,Stefanie Costa,,Klabin S.A.,10000000000,,Indústria e Manufatura,Papel e produtos florestais,"Fabricação de celulose, papel e produtos de papel",Microsoft Exchange Online; Amazon Simple Email Service; Trello; Microsoft Dynamics; WordPress; Instagram; Apache Cassandra; ASP.Net; Facebook Advertiser; Salesforce; Microsoft Teams; Apache; Java; Apache Tomcat; QuickBooks; Pentaho; MySQL; Microsoft Power BI; GitHub; Google AdWords; Sybase; Nginx; Público personalizado do Facebook; Local de trabalho do Facebook; Ubuntu; Joomla; SAP Warehouse Management; Mailgun; Oracle CRM; Alteryx; Amazon S3; SAP Sales Order Management; Liferay; TIBCO Spotfire; FileMaker Pro; Rastreamento de conversão do Facebook; Google Analytics; Microsoft Project; Windows Server; Unix; CentOS; YouTube; IBM Lotus Notes; HP Servers; Mixpanel; VMware Server; SAP HANA; FreeBSD; Android; SAP CRM; Apache Hadoop; Atlassian JIRA; Sharepoint; Microsoft Team Foundation Server; Microsoft Azure; Microsoft SQL Server; Fatores de sucesso; SAP Human Capital Management; PostgreSQL; Oracle PeopleSoft; Heroku; SAP Business Objects; Amazon Web Services; Red Hat; Oracle Data Integrator; Google Adsense; Hotjar; SAP Crystal Reports; SAP Concur; Teradata; Google Tag Manager; QlikView; Oracle Essbase; Tableau; Zendesk; Microsoft Office 365; Neo4j; MediaMath; DB2; Fortinet; LinkedIn Advertiser; SOASTA; IBM Cognos; Informatica; DoubleClick Ads; Apache HTTP Server
23809384352,2021,Outbound,São Paulo,2910701,34.040.165/0001-00,,2024-10-25 10:32,2024-10-11 16:30,"Rua Leão XIII, 50 - Vila Mascote, São Paulo, SP",,Vendas,São Paulo,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Primário,stellantislatam,B2C,,,Stellantis,stellantis.com,Stellantis,100000.0,8007270660,,,,https://www.linkedin.com/company/stellantis,Brasil,,Grande,Stefanie Costa,,Stellantis Brasil Automóveis Ltda.,10000000000,,Indústria e Manufatura,Automotivo,Automotivo,Microsoft Exchange Online; YouTube; Microsoft Office 365; Google Tag Manager; Google Apps
23809382800,1994,Outbound,São Paulo,4761001,15.436.940/0001-03,,2024-10-25 15:45,2024-10-11 16:01,"Avenida Presidente Juscelino Kubitschek, 2041 - Vila Nova Conceicao, Sao Paulo - SP, 04.543-011",,Vendas,São Paulo,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Terciário, @amazon,B2B,,,AMAZON,aboutamazon.com,Amazon Servicos,100000.0, +1 206-266-1000,,https://facebook.com/amazon,,https://www.linkedin.com/company/amazon,Brasil,,Grande,Gabriel Barros,,Amazon Servicos de Varejo do Brasil Ltda,20000000000,,Tecnologia e Inovação; Transporte e Logística,Software de computador,,
23809382450,1955,Inbound,Goiânia,1052000,01.522.368/0001-82,75240-000,2024-10-25 10:07,2024-10-11 15:53,"Rua 100, n° 280, Setor Sul, Goiânia, Goiás, Brasil.",,Vendas,Goiás,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Primário,piracanjuba,B2C,,,Piracanjuba,piracanjuba.com.br,Piracanjuba,5000.0,0800 722 1718,,https://facebook.com/oficialpiracanjuba,,https://www.linkedin.com/company/piracanjuba,Brazil,,Grande,Stefanie Costa,,Laticínios Bela Vista S.A.,1000000000,,Comércio e Varejo,Alimentos e bebidas,Alimentação e bebidas,Microsoft Exchange Online; Instagram; Facebook Advertiser; Salesforce; Apache; Recaptcha; Hotjar; Google Tag Manager; Facebook Connect; Amazon S3; Microsoft Office 365; Outlook
23793592321,1961,Inbound,Rio Janeiro,4644301,45.453.214/0001-51,,2024-10-22 10:01,2024-10-11 15:34,"Avenida Presidente Vargas, 3131, Centro, Rio de Janeiro, RJ",,Vendas,Rio Janeiro,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Primário,,B2C,,,Grupo Profarma,grupoprofarma.com.br,Grupo Profarma,5000.0, (11) 96343-5775,,,,https://www.linkedin.com/company/grupo-profarma,Brazil,,Grande,Stefanie Costa,,Profarma Distribuidora de Produtos Farmacêuticos S.A.,1000000000,,Saúde e Bem-Estar,Farmacêutica,Distribuidora,Microsoft Exchange Online; YouTube; Route 53; Microsoft Office 365; Google Adsense; WordPress; Google Tag Manager; Google Analytics; Outlook
23792132371,1957,Outbound,São Bernardo do Campo,2910702,62.462.001/0001-96,,2024-10-22 10:02,2024-10-11 14:58,"Av. José Odorizzi, 151, Bairro Assunção, São Bernardo do Campo, SP",,Vendas,São Paulo,De 501 a 1.000 colaboradores ,De R$ 500 milhões a R$ 1 bilhão,,Primário,scaniabrasil,B2C,,,Scania,scania.com.br,Scania Brasil,1000.0,(11) 4344-9333,,,,https://www.linkedin.com/company/scaniabrasil,Brazil,,Grande,Stefanie Costa,,Scania Latin America Ltda,250000000,,Indústria e Manufatura,Automotivo,Automotivo,
23786925853,1911,Outbound,Mogi Mirim,1099699,29.737.368/0001-19,22101,2024-10-24 11:26,2024-10-11 12:08,"Avenida Caetano Schincariol, 900, Distrito Industrial I, Mogi Mirim, SP",,Vendas,São Paulo,De 5.001 a 10.000 colaboradores ,Acima de R$ 1 bilhão,,Primário,marsbrasil,B2B,,,Mars,mars.com,Mars Brasil,10000000,(19) 3805-8600,,,,https://www.linkedin.com/company/mars,Brasil,,Grande,Stefanie Costa,,Masterfoods Brasil Alimentos Ltda.,10000000000,,Indústria e Manufatura,Alimentos e bebidas,Alimentício,
23751973957,1928,Outbound,Extrema,8211300,61.158.283/0001-99,,2024-10-25 11:36,2024-10-10 15:24,"Rodovia Fernao Dias, Extrema - MG, 37.640-000",,Vendas,Minas Gerais,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Secundário, @kopenhagen,B2C,,,KOPENHAGEN,kopenhagen.com.br,KOPENHAGEN,2906.0,,,https://facebook.com/chocolateskopenhagen,,https://www.linkedin.com/company/grupocrm,Brasil,,Grande,Gabriel Barros,,CRM INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,1000000000,,Indústria e Manufatura,Alimentos e bebidas,,Microsoft Exchange Online; Amazon Simple Email Service; Route 53; Facebook Advertiser; Salesforce; App Nexus; Criteo; Google Tag Manager; Facebook Connect; Bing Advertiser; Microsoft Office 365; Google Analytics; Outlook
23733709916,1942,Inbound,São Paulo,2949402,61.150.781/0001-47,02675-031,2024-10-24 08:48,2024-10-09 15:47,"Rua Ernesto Igel, 255 - Lapa, São Paulo - SP, Brasil",,Vendas,São Paulo,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Primário,sabogrupo,B2C,,,Sabó - Indústria e Comércio de Autopeças,sabo.com.br,Sabó,5000.0,8007712155,https://www.linkedin.com/company/sabo/,https://facebook.com/sabogrupo,,https://www.linkedin.com/company/sabo,Brazil,,Grande,Stefanie Costa,,Sabó Indústria e Comércio de Autopeças Ltda,500000000,,Indústria e Manufatura,Automotivo,Auto -peças,Microsoft Exchange Online; YouTube; VMware Server; SAP HANA; WordPress; SAP CRM; Sharepoint; Microsoft Azure; ASP.Net; Microsoft SQL Server; Salesforce; Oracle WebLogic; SAP Human Capital Management; Google Maps; Apache Tomcat; Oracle PeopleSoft; Recaptcha; MySQL; Oracle Data Integrator; Google AdWords; Sybase; Google Adsense; SAP Crystal Reports; Público personalizado do Facebook; Google Tag Manager; Sendgrid; MicroStrategy; Oracle Fusion; SAP Sales Order Management; Microsoft Office 365; Vimeo; DB2; Microsoft Project; Google Analytics; Outlook; Informatica; DoubleClick Ads; Windows Server
23751858829,1988,Outbound,Embu das Artes,4721104,32.143.933/0002-05,03033-020,2024-10-23 16:18,2024-10-09 15:16,"Avenida Helio Ossamu Daikuara, 1445 Bairro Jardim Vista Alegre Município Embu das Artes",,Vendas,São Paulo,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Secundário, @cacaushow,B2C,,,CACAU SHOW,cacaushow.com.br,Cacau Show,12602.0,,,https://facebook.com/cacaushow,,https://www.linkedin.com/company/cacau-show,Brazil,,Grande,Gabriel Barros,,Cacau Comércio Eletrônico LTDA,6000000000,,Comércio e Varejo,Varejo,,Microsoft Exchange Online; YouTube; Facebook Advertiser; Salesforce; App Nexus; Recaptcha; Cloud Flare; Criteo; Hotjar; Google Tag Manager; Facebook Connect; Godaddy Nameserver; Dstillery; Demandware; Microsoft Office 365; MediaMath; Google Analytics; Outlook
23733704192,1975,Outbound,Barueri,4711301,45.543.915/0001-81,,2024-10-23 15:07,2024-10-09 14:24,"Avenida Tucunare, 125 - Tambore, Barueri - SP, 06.460-020.",,Vendas,São Paulo,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Terciário, @carrefourbrasil,B2C,,,CARREFOUR,mercado.carrefour.com.br,CARREFOUR,13200.0,,,https://facebook.com/carrefourbr,,https://www.linkedin.com/company/grupo-carrefour-brasil,Brazil,,Grande,Gabriel Barros,,CARREFOUR COMERCIO E INDUSTRIA LTDA,10000000000,,Comércio e Varejo,Varejo,,Amazon Simple Email Service; Microsoft Exchange Online; Microsoft Office 365; App Nexus; Outlook
23651565690,1971,Outbound,Piracicaba,2853400,61.064.911/0001-77,60015,2024-10-25 16:15,2024-10-08 14:47,"Rua Luiz de Queiroz Km 157 - Unileste, Piracicaba - SP",Ste 100,Vendas,São Paulo,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Secundário, @caterpillarinc,B2B,,,CATERPILLAR,caterpillar.com,CATERPILLAR,1000.0, +1 972-891-7700,,https://facebook.com/caterpillar,,https://www.linkedin.com/company/caterpillar-inc,Brasil,,Grande,Gabriel Barros,,CATERPILLAR BRASIL LTDA,2000000000,,Indústria e Manufatura,Construção,,
23651563366,2012,Outbound,Nova Lima,2920401,01.844.555/0001-82,440010,2024-10-25 16:15,2024-10-08 14:11,"Alameda Oscar Niemeyer, 132 - Vale do Sereno, Nova Lima - MG, 34.006-049",,Vendas,Minas Gerais,De 5.001 a 10.000 colaboradores ,Acima de R$ 1 bilhão,,Secundário, @cnh_industrial_global,B2B,,,CNH INDUSTRIAL,CNH.com,CNH INDUSTRIAL,5883.0,,,,,https://www.linkedin.com/company/case-new-holland-const-equip-ind-private-limited,Brasil,,Grande,Gabriel Barros,,CNH INDUSTRIAL BRASIL LTDA,5000000000,,Indústria e Manufatura,Engenharia mecânica ou industrial,,Google Tag Manager; Google Analytics
23622093708,1966,Outbound,São Paulo,2121101,61.072.393/0001-33,10017,2024-10-25 16:15,2024-10-07 15:25,"Rua Alexandre Dumas, 1860 - Chacara Santo Antonio, Sao Paulo - SP",,Vendas,São Paulo,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Secundário,,B2B; B2C,,,PFIZER,pfizer.com,PFIZER,1796.0, +1 212-733-2323,,https://facebook.com/pfizer,,https://www.linkedin.com/company/pfizer,Brasil,,Grande,Gabriel Barros,,PFIZER BRASIL LTDA,1000000000,,Indústria e Manufatura,Farmacêutica,Farma,
23589725041,1999,Outbound,Cotia,2121101,60.318.797/0001-00,W2 6BD,2024-10-25 16:14,2024-10-07 14:52,"Rodovia Raposo Tavares, SN,Km 26.9, Granja Viana, Cotia, São Paulo",,Vendas,São Paulo,De 1.001 a 5.000 colaboradores ,Acima de R$ 1 bilhão,,Secundário, @astrazeneca,B2B,,,ASTRAZENECA,astrazeneca.com,ASTRAZENECA,1757.0, +44 20 7304 5000,,https://facebook.com/astrazenecacareers,,https://www.linkedin.com/company/astrazeneca,Brasil,,Grande,Gabriel Barros,,Astrazeneca do Brasil Ltda.,80000000000,,Indústria e Manufatura,Farmacêutica,,
23589710962,1865,Outbound,São Paulo,1042200,60.498.706/0001-57,55391,2024-10-24 09:13,2024-10-07 11:35,"Avenida Doutor Chucri Zaidan, 1240 - Vila Sao Francisco (zona Sul), Sao Paulo - SP, 04.711-130",,Vendas,São Paulo,De 5.001 a 10.000 colaboradores ,Acima de R$ 1 bilhão,,Secundário, @cargill,B2B; B2C,,,CARGILL,cargill.com,CARGILL,11751.0, +1 952-984-0024,,,,https://www.linkedin.com/company/cargill,Brasil,,Grande,Gabriel Barros,,CARGILL AGRICOLA S A,100000000000,,Indústria e Manufatura,Alimentos e bebidas,,
23572042617,1972,Outbound,São Paulo,2121101,61.190.096/0001-92,,2024-10-24 08:03,2024-10-04 15:39,"Rua Pascoal Pais, 525 - Vila Cordeiro, Sao Paulo - SP, 04.581-060",,Vendas,São Paulo,De 5.001 a 10.000 colaboradores ,Acima de R$ 1 bilhão,,, @eurofarma,B2B,,,EUROFARMA,eurofarma.com,EUROFARMA,10000.0,,,,,https://www.linkedin.com/company/eurofarma,Brasil,,Grande,Gabriel Barros,,EUROFARMA LABORATORIOS,10000000000,,Indústria e Manufatura,Farmacêutica,,Microsoft Exchange Online; New Relic; Microsoft Office 365; Nginx; Marketo; Google Tag Manager; Godaddy Nameserver; Google Apps; Outlook
23505363539,1934,Outbound,Itajaí,8211300,01.838.723/0001-27,,2024-10-03 14:36,2024-10-02 15:40,"Rua Jorge Tzachel, 475 - Fazenda, Itajai - SC, 88.301-600",,Vendas,Santa Catarina,Acima de 10.000 colaboradores,Acima de R$ 1 bilhão,,Secundário,,B2B; B2C,,,BRF,brf-global.com,BRF,49500.0, +55 11 2322-5061,,,,https://www.linkedin.com/company/brf,Brasil,,Grande,Gabriel Barros,,BRF SA,20000000000,,Indústria e Manufatura,Alimentos e bebidas,Alimentícia,Microsoft Exchange Online; WordPress; Facebook Advertiser; Salesforce; App Nexus; Nginx; Dstillery; Google Analytics; Fatores de sucesso; Recaptcha; Hotjar; Google Tag Manager; Facebook Connect; MediaMath; Outlook
